set,rank,prop
baseline,4,"zero(v_v,e0)."
baseline,4,"type(v_v,e0,quantitative)."
baseline,4,"type(v_v,e1,quantitative)."
baseline,4,"mark(v_v,point)."
baseline,5,view(v_v).
baseline,5,"encoding(v_v,e0)."
baseline,5,"encoding(v_v,e1)."
baseline,5,"channel(v_v,e1,x)."
baseline,5,"channel(v_v,e0,y)."
baseline,5,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,5,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,5,"zero(v_v,e1)."
baseline,5,"type(v_v,e0,quantitative)."
baseline,5,"type(v_v,e1,quantitative)."
baseline,5,"mark(v_v,point)."
baseline,6,view(v_v).
baseline,6,"encoding(v_v,e0)."
baseline,6,"encoding(v_v,e1)."
baseline,6,"channel(v_v,e0,x)."
baseline,6,"channel(v_v,e1,y)."
baseline,6,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,6,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,6,"type(v_v,e0,quantitative)."
baseline,6,"type(v_v,e1,quantitative)."
baseline,6,"mark(v_v,point)."
baseline,7,view(v_v).
baseline,7,"encoding(v_v,e0)."
baseline,7,"encoding(v_v,e1)."
baseline,7,"channel(v_v,e0,x)."
baseline,7,"channel(v_v,e1,y)."
baseline,7,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,7,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,7,"zero(v_v,e0)."
baseline,7,"type(v_v,e0,quantitative)."
baseline,7,"type(v_v,e1,quantitative)."
baseline,7,"mark(v_v,point)."
baseline,7,"log(v_v,e1)."
baseline,8,view(v_v).
baseline,8,"encoding(v_v,e0)."
baseline,8,"encoding(v_v,e1)."
baseline,8,"channel(v_v,e0,x)."
baseline,8,"channel(v_v,e1,y)."
baseline,8,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,8,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,8,"zero(v_v,e1)."
baseline,8,"type(v_v,e0,quantitative)."
baseline,8,"type(v_v,e1,quantitative)."
baseline,8,"mark(v_v,point)."
baseline,8,"log(v_v,e0)."
baseline,9,view(v_v).
baseline,9,"encoding(v_v,e0)."
baseline,9,"encoding(v_v,e1)."
baseline,9,"bin(v_v,e0,10)."
baseline,9,"channel(v_v,e0,x)."
baseline,9,"channel(v_v,e1,y)."
baseline,9,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,9,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,9,"zero(v_v,e1)."
baseline,9,"type(v_v,e0,quantitative)."
baseline,9,"type(v_v,e1,quantitative)."
baseline,9,"mark(v_v,tick)."
baseline,10,view(v_v).
baseline,10,"encoding(v_v,e0)."
baseline,10,"encoding(v_v,e1)."
baseline,10,"bin(v_v,e0,10)."
baseline,10,"channel(v_v,e0,x)."
baseline,10,"channel(v_v,e1,y)."
baseline,10,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,10,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,10,"zero(v_v,e0)."
baseline,10,"zero(v_v,e1)."
baseline,10,"type(v_v,e0,quantitative)."
baseline,10,"type(v_v,e1,quantitative)."
baseline,10,"mark(v_v,tick)."
baseline,11,view(v_v).
baseline,11,"encoding(v_v,e0)."
baseline,11,"encoding(v_v,e1)."
baseline,11,"bin(v_v,e1,10)."
baseline,11,"channel(v_v,e0,x)."
baseline,11,"channel(v_v,e1,y)."
baseline,11,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,11,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,11,"zero(v_v,e0)."
baseline,11,"type(v_v,e0,quantitative)."
baseline,11,"type(v_v,e1,quantitative)."
baseline,11,"mark(v_v,tick)."
baseline,12,view(v_v).
baseline,12,"encoding(v_v,e0)."
baseline,12,"encoding(v_v,e1)."
baseline,12,"channel(v_v,e0,x)."
baseline,12,"channel(v_v,e1,y)."
baseline,12,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,12,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,12,"type(v_v,e0,quantitative)."
baseline,12,"type(v_v,e1,quantitative)."
baseline,12,"mark(v_v,point)."
baseline,12,"log(v_v,e1)."
baseline,13,view(v_v).
baseline,13,"encoding(v_v,e0)."
baseline,13,"encoding(v_v,e1)."
baseline,13,"channel(v_v,e0,x)."
baseline,13,"channel(v_v,e1,y)."
baseline,13,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,13,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,13,"type(v_v,e0,quantitative)."
baseline,13,"type(v_v,e1,quantitative)."
baseline,13,"mark(v_v,point)."
baseline,13,"log(v_v,e0)."
baseline,14,view(v_v).
baseline,14,"encoding(v_v,e0)."
baseline,14,"encoding(v_v,e1)."
baseline,14,"bin(v_v,e1,10)."
baseline,14,"channel(v_v,e1,x)."
baseline,14,"channel(v_v,e0,y)."
baseline,14,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,14,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,14,"zero(v_v,e0)."
baseline,14,"type(v_v,e0,quantitative)."
baseline,14,"type(v_v,e1,quantitative)."
baseline,14,"mark(v_v,tick)."
baseline,15,view(v_v).
baseline,15,"encoding(v_v,e0)."
baseline,15,"encoding(v_v,e1)."
baseline,15,"channel(v_v,e1,x)."
baseline,15,"channel(v_v,e0,y)."
baseline,15,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,15,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,15,"type(v_v,e0,quantitative)."
baseline,15,"type(v_v,e1,quantitative)."
baseline,15,"mark(v_v,point)."
baseline,16,view(v_v).
baseline,16,"encoding(v_v,e0)."
baseline,16,"encoding(v_v,e1)."
baseline,16,"channel(v_v,e1,x)."
baseline,16,"channel(v_v,e0,y)."
baseline,16,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,16,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,16,"zero(v_v,e0)."
baseline,16,"type(v_v,e0,quantitative)."
baseline,16,"type(v_v,e1,quantitative)."
baseline,16,"mark(v_v,point)."
baseline,16,"log(v_v,e1)."
baseline,17,view(v_v).
baseline,17,"encoding(v_v,e0)."
baseline,17,"encoding(v_v,e1)."
baseline,17,"channel(v_v,e1,x)."
baseline,17,"channel(v_v,e0,y)."
baseline,17,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,17,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,17,"zero(v_v,e1)."
baseline,17,"type(v_v,e0,quantitative)."
baseline,17,"type(v_v,e1,quantitative)."
baseline,17,"mark(v_v,point)."
baseline,17,"log(v_v,e0)."
baseline,18,view(v_v).
baseline,18,"encoding(v_v,e0)."
baseline,18,"encoding(v_v,e1)."
baseline,18,"channel(v_v,e0,x)."
baseline,18,"channel(v_v,e1,y)."
baseline,18,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,18,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,18,"type(v_v,e0,quantitative)."
baseline,18,"type(v_v,e1,quantitative)."
baseline,18,"mark(v_v,point)."
baseline,18,"log(v_v,e0)."
baseline,18,"log(v_v,e1)."
baseline,19,view(v_v).
baseline,19,"encoding(v_v,e0)."
baseline,19,"encoding(v_v,e1)."
baseline,19,"channel(v_v,e1,x)."
baseline,19,"channel(v_v,e0,y)."
baseline,19,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,19,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,19,"type(v_v,e0,quantitative)."
baseline,19,"type(v_v,e1,quantitative)."
baseline,19,"mark(v_v,point)."
baseline,19,"log(v_v,e1)."
verde,0,view(v_v).
verde,0,"encoding(v_v,e0)."
verde,0,"encoding(v_v,e1)."
verde,0,"channel(v_v,e0,x)."
verde,0,"channel(v_v,e1,y)."
verde,0,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,0,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,0,"zero(v_v,e0)."
verde,0,"zero(v_v,e1)."
verde,0,"type(v_v,e0,quantitative)."
verde,0,"type(v_v,e1,quantitative)."
verde,0,"mark(v_v,point)."
verde,1,view(v_v).
verde,1,"encoding(v_v,e0)."
verde,1,"encoding(v_v,e1)."
verde,1,"channel(v_v,e0,x)."
verde,1,"channel(v_v,e1,y)."
verde,1,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,1,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,1,"zero(v_v,e1)."
verde,1,"type(v_v,e0,quantitative)."
verde,1,"type(v_v,e1,quantitative)."
verde,1,"mark(v_v,point)."
verde,2,view(v_v).
verde,2,"encoding(v_v,e0)."
verde,2,"encoding(v_v,e1)."
verde,2,"channel(v_v,e0,x)."
verde,2,"channel(v_v,e1,y)."
verde,2,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,2,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,2,"zero(v_v,e0)."
verde,2,"type(v_v,e0,quantitative)."
verde,2,"type(v_v,e1,quantitative)."
verde,2,"mark(v_v,point)."
verde,3,view(v_v).
verde,3,"encoding(v_v,e0)."
verde,3,"encoding(v_v,e1)."
verde,3,"bin(v_v,e0,10)."
verde,3,"channel(v_v,e0,x)."
verde,3,"channel(v_v,e1,y)."
verde,3,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,3,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,3,"zero(v_v,e1)."
verde,3,"type(v_v,e0,quantitative)."
verde,3,"type(v_v,e1,quantitative)."
verde,3,"mark(v_v,tick)."
verde,4,view(v_v).
verde,4,"encoding(v_v,e0)."
verde,4,"encoding(v_v,e1)."
verde,4,"bin(v_v,e1,10)."
verde,4,"channel(v_v,e1,x)."
verde,4,"channel(v_v,e0,y)."
verde,4,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,4,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,4,"zero(v_v,e0)."
verde,4,"type(v_v,e0,quantitative)."
verde,4,"type(v_v,e1,quantitative)."
verde,4,"mark(v_v,tick)."
verde,5,view(v_v).
verde,5,"encoding(v_v,e0)."
verde,5,"encoding(v_v,e1)."
verde,5,"channel(v_v,e0,x)."
verde,5,"channel(v_v,e1,y)."
verde,5,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,5,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,5,"type(v_v,e0,quantitative)."
verde,5,"type(v_v,e1,quantitative)."
verde,5,"mark(v_v,point)."
verde,6,view(v_v).
verde,6,"encoding(v_v,e0)."
verde,6,"encoding(v_v,e1)."
verde,6,"channel(v_v,e0,x)."
verde,6,"channel(v_v,e1,y)."
verde,6,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,6,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,6,"zero(v_v,e0)."
verde,6,"type(v_v,e0,quantitative)."
verde,6,"type(v_v,e1,quantitative)."
verde,6,"mark(v_v,point)."
verde,6,"log(v_v,e1)."
verde,7,view(v_v).
verde,7,"encoding(v_v,e0)."
verde,7,"encoding(v_v,e1)."
verde,7,"channel(v_v,e0,x)."
verde,7,"channel(v_v,e1,y)."
verde,7,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,7,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,7,"zero(v_v,e1)."
verde,7,"type(v_v,e0,quantitative)."
verde,7,"type(v_v,e1,quantitative)."
verde,7,"mark(v_v,point)."
verde,7,"log(v_v,e0)."
verde,8,view(v_v).
verde,8,"encoding(v_v,e0)."
verde,8,"encoding(v_v,e1)."
verde,8,"bin(v_v,e0,10)."
verde,8,"channel(v_v,e1,x)."
verde,8,"channel(v_v,e0,y)."
verde,8,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,8,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,8,"zero(v_v,e1)."
verde,8,"type(v_v,e0,quantitative)."
verde,8,"type(v_v,e1,quantitative)."
verde,8,"mark(v_v,tick)."
verde,9,view(v_v).
verde,9,"encoding(v_v,e0)."
verde,9,"encoding(v_v,e1)."
verde,9,"bin(v_v,e0,10)."
verde,9,"channel(v_v,e0,x)."
verde,9,"channel(v_v,e1,y)."
verde,9,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,9,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,9,"zero(v_v,e0)."
verde,9,"zero(v_v,e1)."
verde,9,"type(v_v,e0,quantitative)."
verde,9,"type(v_v,e1,quantitative)."
verde,9,"mark(v_v,tick)."
verde,10,view(v_v).
verde,10,"encoding(v_v,e0)."
verde,10,"encoding(v_v,e1)."
verde,10,"bin(v_v,e1,10)."
verde,10,"channel(v_v,e1,x)."
verde,10,"channel(v_v,e0,y)."
verde,10,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,10,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,10,"zero(v_v,e0)."
verde,10,"zero(v_v,e1)."
verde,10,"type(v_v,e0,quantitative)."
verde,10,"type(v_v,e1,quantitative)."
verde,10,"mark(v_v,tick)."
verde,11,view(v_v).
verde,11,"encoding(v_v,e0)."
verde,11,"encoding(v_v,e1)."
verde,11,"bin(v_v,e1,10)."
verde,11,"channel(v_v,e0,x)."
verde,11,"channel(v_v,e1,y)."
verde,11,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,11,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,11,"zero(v_v,e0)."
verde,11,"type(v_v,e0,quantitative)."
verde,11,"type(v_v,e1,quantitative)."
verde,11,"mark(v_v,tick)."
verde,12,view(v_v).
verde,12,"encoding(v_v,e0)."
verde,12,"encoding(v_v,e1)."
verde,12,"channel(v_v,e0,x)."
verde,12,"channel(v_v,e1,y)."
verde,12,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,12,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,12,"type(v_v,e0,quantitative)."
verde,12,"type(v_v,e1,quantitative)."
verde,12,"mark(v_v,point)."
verde,12,"log(v_v,e1)."
verde,13,view(v_v).
verde,13,"encoding(v_v,e0)."
verde,13,"encoding(v_v,e1)."
verde,13,"channel(v_v,e0,x)."
verde,13,"channel(v_v,e1,y)."
verde,13,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,13,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,13,"type(v_v,e0,quantitative)."
verde,13,"type(v_v,e1,quantitative)."
verde,13,"mark(v_v,point)."
verde,13,"log(v_v,e0)."
verde,14,view(v_v).
verde,14,"encoding(v_v,e0)."
verde,14,"encoding(v_v,e1)."
verde,14,"bin(v_v,e0,10)."
verde,14,"channel(v_v,e0,x)."
verde,14,"channel(v_v,e1,y)."
verde,14,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,14,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,14,"type(v_v,e0,quantitative)."
verde,14,"type(v_v,e1,quantitative)."
verde,14,"mark(v_v,tick)."
verde,15,view(v_v).
verde,15,"encoding(v_v,e0)."
verde,15,"encoding(v_v,e1)."
verde,15,"bin(v_v,e0,10)."
verde,15,"channel(v_v,e1,x)."
verde,15,"channel(v_v,e0,y)."
verde,15,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,15,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,15,"zero(v_v,e0)."
verde,15,"zero(v_v,e1)."
verde,15,"type(v_v,e0,quantitative)."
verde,15,"type(v_v,e1,quantitative)."
verde,15,"mark(v_v,tick)."
verde,16,view(v_v).
verde,16,"encoding(v_v,e0)."
verde,16,"encoding(v_v,e1)."
verde,16,"bin(v_v,e1,10)."
verde,16,"channel(v_v,e0,x)."
verde,16,"channel(v_v,e1,y)."
verde,16,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,16,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,16,"zero(v_v,e0)."
verde,16,"zero(v_v,e1)."
verde,16,"type(v_v,e0,quantitative)."
verde,16,"type(v_v,e1,quantitative)."
verde,16,"mark(v_v,tick)."
verde,17,view(v_v).
verde,17,"encoding(v_v,e0)."
verde,17,"encoding(v_v,e1)."
verde,17,"channel(v_v,e0,x)."
verde,17,"channel(v_v,e1,y)."
verde,17,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,17,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,17,"type(v_v,e0,quantitative)."
verde,17,"type(v_v,e1,quantitative)."
verde,17,"mark(v_v,point)."
verde,17,"log(v_v,e0)."
verde,17,"log(v_v,e1)."
verde,18,view(v_v).
verde,18,"encoding(v_v,e0)."
verde,18,"encoding(v_v,e1)."
verde,18,"bin(v_v,e1,10)."
verde,18,"channel(v_v,e1,x)."
verde,18,"channel(v_v,e0,y)."
verde,18,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,18,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,18,"type(v_v,e0,quantitative)."
verde,18,"type(v_v,e1,quantitative)."
verde,18,"mark(v_v,tick)."
verde,19,view(v_v).
verde,19,"encoding(v_v,e0)."
verde,19,"encoding(v_v,e1)."
verde,19,"bin(v_v,e0,10)."
verde,19,"channel(v_v,e0,x)."
verde,19,"channel(v_v,e1,y)."
verde,19,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
verde,19,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
verde,19,"type(v_v,e0,quantitative)."
verde,19,"type(v_v,e1,quantitative)."
verde,19,"mark(v_v,tick)."
verde,19,"log(v_v,e1)."
