set,rank,violation,num,weight,cost_contrib
baseline,12,c_d_tick,1,0,0
baseline,12,continuous_y,1,0,0
baseline,12,encoding,2,0,0
baseline,12,encoding_field,2,6,12
baseline,12,nominal_row,1,8,8
baseline,12,only_x,1,1,1
baseline,12,type_n,1,2,2
baseline,12,type_q,1,0,0
baseline,12,y_row,1,1,1
baseline,13,aggregate,1,4,4
baseline,13,aggregate_max,1,4,4
baseline,13,c_d_no_overlap_bar,1,0,0
baseline,13,continuous_y,1,0,0
baseline,13,encoding,2,0,0
baseline,13,encoding_field,2,6,12
baseline,13,nominal_x,1,3,3
baseline,13,type_n,1,2,2
baseline,13,type_q,1,0,0
baseline,14,aggregate,1,4,4
baseline,14,aggregate_min,1,4,4
baseline,14,c_d_no_overlap_bar,1,0,0
baseline,14,continuous_y,1,0,0
baseline,14,encoding,2,0,0
baseline,14,encoding_field,2,6,12
baseline,14,nominal_x,1,3,3
baseline,14,type_n,1,2,2
baseline,14,type_q,1,0,0
baseline,15,c_d_no_overlap_point,1,10,10
baseline,15,continuous_x,1,0,0
baseline,15,encoding,2,0,0
baseline,15,encoding_field,2,6,12
baseline,15,nominal_y,1,0,0
baseline,15,type_n,1,2,2
baseline,15,type_q,1,0,0
baseline,15,x_y_fields_order,1,1,1
baseline,16,aggregate,1,4,4
baseline,16,aggregate_stdev,1,5,5
baseline,16,c_d_no_overlap_bar,1,0,0
baseline,16,continuous_y,1,0,0
baseline,16,encoding,2,0,0
baseline,16,encoding_field,2,6,12
baseline,16,nominal_x,1,3,3
baseline,16,type_n,1,2,2
baseline,16,type_q,1,0,0
baseline,17,c_d_no_overlap_point,1,10,10
baseline,17,continuous_y,1,0,0
baseline,17,encoding,2,0,0
baseline,17,encoding_field,2,6,12
baseline,17,nominal_x,1,3,3
baseline,17,type_n,1,2,2
baseline,17,type_q,1,0,0
baseline,18,aggregate,2,4,8
baseline,18,aggregate_count,1,0,0
baseline,18,aggregate_mean,1,1,1
baseline,18,c_c_point,1,0,0
baseline,18,continuous_x,1,0,0
baseline,18,continuous_y,1,0,0
baseline,18,encoding,3,0,0
baseline,18,encoding_field,2,6,12
baseline,18,nominal_color,1,6,6
baseline,18,type_n,1,2,2
baseline,18,type_q,2,0,0
baseline,19,aggregate,1,4,4
baseline,19,aggregate_mean,1,1,1
baseline,19,c_d_no_overlap_bar,1,0,0
baseline,19,continuous_y,1,0,0
baseline,19,encoding,2,0,0
baseline,19,encoding_field,2,6,12
baseline,19,nominal_row,1,8,8
baseline,19,only_x,1,1,1
baseline,19,type_n,1,2,2
baseline,19,type_q,1,0,0
baseline,19,y_row,1,1,1
verde,0,c_d_no_overlap_bar,1,0,0
verde,0,continuous_x,1,0,0
verde,0,encoding,2,0,0
verde,0,encoding_field,2,6,12
verde,0,nominal_y,1,0,0
verde,0,type_n,1,2,2
verde,0,type_q,1,0,0
verde,0,verde_color_mark,1,0,0
verde,0,verde_ordinal_sort,1,0,0
verde,1,c_d_no_overlap_bar,1,0,0
verde,1,continuous_y,1,0,0
verde,1,encoding,2,0,0
verde,1,encoding_field,2,6,12
verde,1,nominal_x,1,3,3
verde,1,type_n,1,2,2
verde,1,type_q,1,0,0
verde,1,verde_color_mark,1,0,0
verde,1,verde_ordinal_sort,1,0,0
verde,2,aggregate,1,4,4
verde,2,aggregate_mean,1,1,1
verde,2,c_d_no_overlap_bar,1,0,0
verde,2,continuous_x,1,0,0
verde,2,encoding,2,0,0
verde,2,encoding_field,2,6,12
verde,2,nominal_y,1,0,0
verde,2,type_n,1,2,2
verde,2,type_q,1,0,0
verde,2,verde_color_mark,1,0,0
verde,2,verde_ordinal_sort,1,0,0
verde,3,aggregate,1,4,4
verde,3,aggregate_sum,1,2,2
verde,3,c_d_no_overlap_bar,1,0,0
verde,3,continuous_x,1,0,0
verde,3,encoding,2,0,0
verde,3,encoding_field,2,6,12
verde,3,nominal_y,1,0,0
verde,3,type_n,1,2,2
verde,3,type_q,1,0,0
verde,3,verde_color_mark,1,0,0
verde,3,verde_ordinal_sort,1,0,0
verde,4,aggregate,1,4,4
verde,4,aggregate_median,1,3,3
verde,4,c_d_no_overlap_bar,1,0,0
verde,4,continuous_x,1,0,0
verde,4,encoding,2,0,0
verde,4,encoding_field,2,6,12
verde,4,nominal_y,1,0,0
verde,4,type_n,1,2,2
verde,4,type_q,1,0,0
verde,4,verde_color_mark,1,0,0
verde,4,verde_ordinal_sort,1,0,0
verde,5,aggregate,1,4,4
verde,5,aggregate_max,1,4,4
verde,5,c_d_no_overlap_bar,1,0,0
verde,5,continuous_x,1,0,0
verde,5,encoding,2,0,0
verde,5,encoding_field,2,6,12
verde,5,nominal_y,1,0,0
verde,5,type_n,1,2,2
verde,5,type_q,1,0,0
verde,5,verde_color_mark,1,0,0
verde,5,verde_ordinal_sort,1,0,0
verde,6,aggregate,1,4,4
verde,6,aggregate_min,1,4,4
verde,6,c_d_no_overlap_bar,1,0,0
verde,6,continuous_x,1,0,0
verde,6,encoding,2,0,0
verde,6,encoding_field,2,6,12
verde,6,nominal_y,1,0,0
verde,6,type_n,1,2,2
verde,6,type_q,1,0,0
verde,6,verde_color_mark,1,0,0
verde,6,verde_ordinal_sort,1,0,0
verde,7,aggregate,1,4,4
verde,7,aggregate_mean,1,1,1
verde,7,c_d_no_overlap_bar,1,0,0
verde,7,continuous_y,1,0,0
verde,7,encoding,2,0,0
verde,7,encoding_field,2,6,12
verde,7,nominal_x,1,3,3
verde,7,type_n,1,2,2
verde,7,type_q,1,0,0
verde,7,verde_color_mark,1,0,0
verde,7,verde_ordinal_sort,1,0,0
verde,8,aggregate,1,4,4
verde,8,aggregate_sum,1,2,2
verde,8,c_d_no_overlap_bar,1,0,0
verde,8,continuous_y,1,0,0
verde,8,encoding,2,0,0
verde,8,encoding_field,2,6,12
verde,8,nominal_x,1,3,3
verde,8,type_n,1,2,2
verde,8,type_q,1,0,0
verde,8,verde_color_mark,1,0,0
verde,8,verde_ordinal_sort,1,0,0
verde,9,aggregate,1,4,4
verde,9,aggregate_stdev,1,5,5
verde,9,c_d_no_overlap_bar,1,0,0
verde,9,continuous_x,1,0,0
verde,9,encoding,2,0,0
verde,9,encoding_field,2,6,12
verde,9,nominal_y,1,0,0
verde,9,type_n,1,2,2
verde,9,type_q,1,0,0
verde,9,verde_color_mark,1,0,0
verde,9,verde_ordinal_sort,1,0,0
verde,10,c_d_tick,1,0,0
verde,10,continuous_x,1,0,0
verde,10,encoding,2,0,0
verde,10,encoding_field,2,6,12
verde,10,nominal_column,1,9,9
verde,10,type_n,1,2,2
verde,10,type_q,1,0,0
verde,10,verde_color_mark,1,0,0
verde,10,verde_ordinal_sort,1,0,0
verde,10,x_column,1,1,1
verde,11,c_d_no_overlap_point,1,10,10
verde,11,continuous_x,1,0,0
verde,11,encoding,2,0,0
verde,11,encoding_field,2,6,12
verde,11,nominal_y,1,0,0
verde,11,type_n,1,2,2
verde,11,type_q,1,0,0
verde,11,verde_color_mark,1,0,0
verde,11,verde_ordinal_sort,1,0,0
verde,12,c_d_tick,1,0,0
verde,12,continuous_y,1,0,0
verde,12,encoding,2,0,0
verde,12,encoding_field,2,6,12
verde,12,nominal_row,1,8,8
verde,12,only_x,1,1,1
verde,12,type_n,1,2,2
verde,12,type_q,1,0,0
verde,12,verde_color_mark,1,0,0
verde,12,verde_ordinal_sort,1,0,0
verde,12,y_row,1,1,1
verde,13,aggregate,1,4,4
verde,13,aggregate_median,1,3,3
verde,13,c_d_no_overlap_bar,1,0,0
verde,13,continuous_y,1,0,0
verde,13,encoding,2,0,0
verde,13,encoding_field,2,6,12
verde,13,nominal_x,1,3,3
verde,13,type_n,1,2,2
verde,13,type_q,1,0,0
verde,13,verde_color_mark,1,0,0
verde,13,verde_ordinal_sort,1,0,0
verde,14,aggregate,1,4,4
verde,14,aggregate_min,1,4,4
verde,14,c_d_no_overlap_bar,1,0,0
verde,14,continuous_y,1,0,0
verde,14,encoding,2,0,0
verde,14,encoding_field,2,6,12
verde,14,nominal_x,1,3,3
verde,14,type_n,1,2,2
verde,14,type_q,1,0,0
verde,14,verde_color_mark,1,0,0
verde,14,verde_ordinal_sort,1,0,0
verde,15,aggregate,1,4,4
verde,15,aggregate_max,1,4,4
verde,15,c_d_no_overlap_bar,1,0,0
verde,15,continuous_y,1,0,0
verde,15,encoding,2,0,0
verde,15,encoding_field,2,6,12
verde,15,nominal_x,1,3,3
verde,15,type_n,1,2,2
verde,15,type_q,1,0,0
verde,15,verde_color_mark,1,0,0
verde,15,verde_ordinal_sort,1,0,0
verde,16,aggregate,1,4,4
verde,16,aggregate_stdev,1,5,5
verde,16,c_d_no_overlap_bar,1,0,0
verde,16,continuous_y,1,0,0
verde,16,encoding,2,0,0
verde,16,encoding_field,2,6,12
verde,16,nominal_x,1,3,3
verde,16,type_n,1,2,2
verde,16,type_q,1,0,0
verde,16,verde_color_mark,1,0,0
verde,16,verde_ordinal_sort,1,0,0
verde,17,c_d_no_overlap_point,1,10,10
verde,17,continuous_y,1,0,0
verde,17,encoding,2,0,0
verde,17,encoding_field,2,6,12
verde,17,nominal_x,1,3,3
verde,17,type_n,1,2,2
verde,17,type_q,1,0,0
verde,17,verde_color_mark,1,0,0
verde,17,verde_ordinal_sort,1,0,0
verde,18,aggregate,1,4,4
verde,18,aggregate_count,1,0,0
verde,18,bin,1,2,2
verde,18,bin_cardinality,1,5,5
verde,18,continuous_size,1,1,1
verde,18,d_d_point,1,0,0
verde,18,encoding,3,0,0
verde,18,encoding_field,2,6,12
verde,18,nominal_y,1,0,0
verde,18,ordered_x,1,1,1
verde,18,type_n,1,2,2
verde,18,type_q,2,0,0
verde,18,verde_color_mark,1,0,0
verde,18,verde_ordinal_sort,1,0,0
verde,18,zero_bin,1,1,1
verde,19,aggregate,2,4,8
verde,19,aggregate_count,1,0,0
verde,19,aggregate_mean,1,1,1
verde,19,c_c_point,1,0,0
verde,19,continuous_x,1,0,0
verde,19,continuous_y,1,0,0
verde,19,encoding,3,0,0
verde,19,encoding_field,2,6,12
verde,19,nominal_color,1,6,6
verde,19,type_n,1,2,2
verde,19,type_q,2,0,0
verde,19,verde_ordinal_sort,1,0,0
