set,rank,prop
verde,16,"channel(v_v,e2,y)."
verde,16,"field(v_v,e0,""region"")."
verde,16,"zero(v_v,e2)."
verde,16,"mark(v_v,bar)."
verde,16,"stack(v_v,normalize)."
verde,16,"verde_ordinal_sort(v_v,e0,color,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,17,view(v_v).
verde,17,"encoding(v_v,e0)."
verde,17,"encoding(v_v,e1)."
verde,17,"encoding(v_v,e2)."
verde,17,"type(v_v,e0,nominal)."
verde,17,"type(v_v,e1,nominal)."
verde,17,"field(v_v,e1,""role"")."
verde,17,"type(v_v,e2,quantitative)."
verde,17,"field(v_v,e2,""zero_hr_contract_pct"")."
verde,17,"aggregate(v_v,e2,sum)."
verde,17,"verde_color_double_enc_scheme(v_v,e1,""role"",nominal,""{""scheme"": ""teals""}"",1)."
verde,17,"channel(v_v,e1,x)."
verde,17,"channel(v_v,e0,y)."
verde,17,"channel(v_v,e2,size)."
verde,17,"field(v_v,e0,""region"")."
verde,17,"zero(v_v,e2)."
verde,17,"mark(v_v,point)."
verde,17,"verde_ordinal_sort(v_v,e0,y,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,18,view(v_v).
verde,18,"encoding(v_v,e0)."
verde,18,"encoding(v_v,e1)."
verde,18,"encoding(v_v,e2)."
verde,18,"type(v_v,e0,nominal)."
verde,18,"type(v_v,e1,nominal)."
verde,18,"channel(v_v,e1,color)."
verde,18,"field(v_v,e1,""role"")."
verde,18,"type(v_v,e2,quantitative)."
verde,18,"field(v_v,e2,""zero_hr_contract_pct"")."
verde,18,"verde_color_enc_scheme(v_v,e1,""role"",nominal,""{""scheme"": ""teals""}"",1)."
verde,18,"channel(v_v,e0,x)."
verde,18,"channel(v_v,e2,y)."
verde,18,"field(v_v,e0,""region"")."
verde,18,"zero(v_v,e2)."
verde,18,"mark(v_v,bar)."
verde,18,"stack(v_v,normalize)."
verde,18,"verde_ordinal_sort(v_v,e0,x,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
verde,19,view(v_v).
verde,19,"encoding(v_v,e0)."
verde,19,"encoding(v_v,e1)."
verde,19,"encoding(v_v,e2)."
verde,19,"type(v_v,e0,nominal)."
verde,19,"type(v_v,e1,nominal)."
verde,19,"field(v_v,e1,""role"")."
verde,19,"type(v_v,e2,quantitative)."
verde,19,"field(v_v,e2,""zero_hr_contract_pct"")."
verde,19,"aggregate(v_v,e2,sum)."
verde,19,"verde_color_double_enc_scheme(v_v,e1,""role"",nominal,""{""scheme"": ""teals""}"",1)."
verde,19,"channel(v_v,e0,x)."
verde,19,"channel(v_v,e1,y)."
verde,19,"channel(v_v,e2,size)."
verde,19,"field(v_v,e0,""region"")."
verde,19,"zero(v_v,e2)."
verde,19,"mark(v_v,point)."
verde,19,"verde_ordinal_sort(v_v,e0,x,""region"",""['England', 'North West', 'North East', 'Yorkshire and the Humber', 'West Midlands', 'East Midlands', 'South West', 'South East', 'Eastern', 'London']"")."
