set,rank,prop
baseline,3,"encoding(v_v,e1)."
baseline,3,"encoding(v_v,e2)."
baseline,3,"channel(v_v,e1,x)."
baseline,3,"channel(v_v,e2,y)."
baseline,3,"channel(v_v,e0,size)."
baseline,3,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,3,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,3,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,3,"zero(v_v,e1)."
baseline,3,"zero(v_v,e2)."
baseline,3,"type(v_v,e0,quantitative)."
baseline,3,"type(v_v,e1,quantitative)."
baseline,3,"type(v_v,e2,quantitative)."
baseline,3,"mark(v_v,point)."
baseline,3,"log(v_v,e0)."
baseline,4,view(v_v).
baseline,4,"encoding(v_v,e0)."
baseline,4,"encoding(v_v,e1)."
baseline,4,"encoding(v_v,e2)."
baseline,4,"channel(v_v,e2,x)."
baseline,4,"channel(v_v,e0,y)."
baseline,4,"channel(v_v,e1,size)."
baseline,4,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,4,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,4,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,4,"zero(v_v,e1)."
baseline,4,"zero(v_v,e2)."
baseline,4,"type(v_v,e0,quantitative)."
baseline,4,"type(v_v,e1,quantitative)."
baseline,4,"type(v_v,e2,quantitative)."
baseline,4,"mark(v_v,point)."
baseline,4,"log(v_v,e0)."
baseline,5,view(v_v).
baseline,5,"encoding(v_v,e0)."
baseline,5,"encoding(v_v,e1)."
baseline,5,"encoding(v_v,e2)."
baseline,5,"channel(v_v,e2,x)."
baseline,5,"channel(v_v,e1,y)."
baseline,5,"channel(v_v,e0,size)."
baseline,5,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,5,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,5,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,5,"zero(v_v,e1)."
baseline,5,"zero(v_v,e2)."
baseline,5,"type(v_v,e0,quantitative)."
baseline,5,"type(v_v,e1,quantitative)."
baseline,5,"type(v_v,e2,quantitative)."
baseline,5,"mark(v_v,point)."
baseline,5,"log(v_v,e0)."
baseline,6,view(v_v).
baseline,6,"encoding(v_v,e0)."
baseline,6,"encoding(v_v,e1)."
baseline,6,"encoding(v_v,e2)."
baseline,6,"channel(v_v,e1,x)."
baseline,6,"channel(v_v,e2,y)."
baseline,6,"channel(v_v,e0,color)."
baseline,6,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,6,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,6,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,6,"zero(v_v,e1)."
baseline,6,"zero(v_v,e2)."
baseline,6,"type(v_v,e0,quantitative)."
baseline,6,"type(v_v,e1,quantitative)."
baseline,6,"type(v_v,e2,quantitative)."
baseline,6,"mark(v_v,point)."
baseline,6,"log(v_v,e0)."
baseline,7,view(v_v).
baseline,7,"encoding(v_v,e0)."
baseline,7,"encoding(v_v,e1)."
baseline,7,"encoding(v_v,e2)."
baseline,7,"channel(v_v,e2,x)."
baseline,7,"channel(v_v,e1,y)."
baseline,7,"channel(v_v,e0,color)."
baseline,7,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,7,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,7,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,7,"zero(v_v,e1)."
baseline,7,"zero(v_v,e2)."
baseline,7,"type(v_v,e0,quantitative)."
baseline,7,"type(v_v,e1,quantitative)."
baseline,7,"type(v_v,e2,quantitative)."
baseline,7,"mark(v_v,point)."
baseline,7,"log(v_v,e0)."
baseline,8,view(v_v).
baseline,8,"encoding(v_v,e0)."
baseline,8,"encoding(v_v,e1)."
baseline,8,"encoding(v_v,e2)."
baseline,8,"channel(v_v,e0,x)."
baseline,8,"channel(v_v,e1,y)."
baseline,8,"channel(v_v,e2,color)."
baseline,8,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,8,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,8,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,8,"zero(v_v,e1)."
baseline,8,"zero(v_v,e2)."
baseline,8,"type(v_v,e0,quantitative)."
baseline,8,"type(v_v,e1,quantitative)."
baseline,8,"type(v_v,e2,quantitative)."
baseline,8,"mark(v_v,point)."
baseline,8,"log(v_v,e0)."
baseline,9,view(v_v).
baseline,9,"encoding(v_v,e0)."
baseline,9,"encoding(v_v,e1)."
baseline,9,"encoding(v_v,e2)."
baseline,9,"channel(v_v,e0,x)."
baseline,9,"channel(v_v,e2,y)."
baseline,9,"channel(v_v,e1,color)."
baseline,9,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,9,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,9,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,9,"zero(v_v,e1)."
baseline,9,"zero(v_v,e2)."
baseline,9,"type(v_v,e0,quantitative)."
baseline,9,"type(v_v,e1,quantitative)."
baseline,9,"type(v_v,e2,quantitative)."
baseline,9,"mark(v_v,point)."
baseline,9,"log(v_v,e0)."
baseline,10,view(v_v).
baseline,10,"encoding(v_v,e0)."
baseline,10,"encoding(v_v,e1)."
baseline,10,"encoding(v_v,e2)."
baseline,10,"channel(v_v,e1,x)."
baseline,10,"channel(v_v,e0,y)."
baseline,10,"channel(v_v,e2,color)."
baseline,10,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,10,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,10,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,10,"zero(v_v,e1)."
baseline,10,"zero(v_v,e2)."
baseline,10,"type(v_v,e0,quantitative)."
baseline,10,"type(v_v,e1,quantitative)."
baseline,10,"type(v_v,e2,quantitative)."
baseline,10,"mark(v_v,point)."
baseline,10,"log(v_v,e0)."
baseline,11,view(v_v).
baseline,11,"encoding(v_v,e0)."
baseline,11,"encoding(v_v,e1)."
baseline,11,"encoding(v_v,e2)."
baseline,11,"channel(v_v,e2,x)."
baseline,11,"channel(v_v,e0,y)."
baseline,11,"channel(v_v,e1,color)."
baseline,11,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,11,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,11,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,11,"zero(v_v,e1)."
baseline,11,"zero(v_v,e2)."
baseline,11,"type(v_v,e0,quantitative)."
baseline,11,"type(v_v,e1,quantitative)."
baseline,11,"type(v_v,e2,quantitative)."
baseline,11,"mark(v_v,point)."
baseline,11,"log(v_v,e0)."
baseline,12,view(v_v).
baseline,12,"encoding(v_v,e0)."
baseline,12,"encoding(v_v,e1)."
baseline,12,"encoding(v_v,e2)."
baseline,12,"bin(v_v,e1,10)."
baseline,12,"channel(v_v,e1,x)."
baseline,12,"channel(v_v,e2,y)."
baseline,12,"channel(v_v,e0,color)."
baseline,12,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,12,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,12,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,12,"zero(v_v,e1)."
baseline,12,"zero(v_v,e2)."
baseline,12,"type(v_v,e0,quantitative)."
baseline,12,"type(v_v,e1,quantitative)."
baseline,12,"type(v_v,e2,quantitative)."
baseline,12,"mark(v_v,tick)."
baseline,12,"log(v_v,e0)."
baseline,13,view(v_v).
baseline,13,"encoding(v_v,e0)."
baseline,13,"encoding(v_v,e1)."
baseline,13,"encoding(v_v,e2)."
baseline,13,"bin(v_v,e2,10)."
baseline,13,"channel(v_v,e0,x)."
baseline,13,"channel(v_v,e1,y)."
baseline,13,"channel(v_v,e2,size)."
baseline,13,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,13,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,13,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,13,"zero(v_v,e1)."
baseline,13,"zero(v_v,e2)."
baseline,13,"type(v_v,e0,quantitative)."
baseline,13,"type(v_v,e1,quantitative)."
baseline,13,"type(v_v,e2,quantitative)."
baseline,13,"mark(v_v,point)."
baseline,13,"log(v_v,e0)."
baseline,14,view(v_v).
baseline,14,"encoding(v_v,e0)."
baseline,14,"encoding(v_v,e1)."
baseline,14,"encoding(v_v,e2)."
baseline,14,"bin(v_v,e2,10)."
baseline,14,"channel(v_v,e1,x)."
baseline,14,"channel(v_v,e2,y)."
baseline,14,"channel(v_v,e0,color)."
baseline,14,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,14,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,14,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,14,"zero(v_v,e1)."
baseline,14,"zero(v_v,e2)."
baseline,14,"type(v_v,e0,quantitative)."
baseline,14,"type(v_v,e1,quantitative)."
baseline,14,"type(v_v,e2,quantitative)."
baseline,14,"mark(v_v,tick)."
baseline,14,"log(v_v,e0)."
baseline,15,view(v_v).
baseline,15,"encoding(v_v,e0)."
baseline,15,"encoding(v_v,e1)."
baseline,15,"encoding(v_v,e2)."
baseline,15,"bin(v_v,e2,10)."
baseline,15,"channel(v_v,e2,x)."
baseline,15,"channel(v_v,e1,y)."
baseline,15,"channel(v_v,e0,color)."
baseline,15,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,15,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,15,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,15,"zero(v_v,e1)."
baseline,15,"zero(v_v,e2)."
baseline,15,"type(v_v,e0,quantitative)."
baseline,15,"type(v_v,e1,quantitative)."
baseline,15,"type(v_v,e2,quantitative)."
baseline,15,"mark(v_v,tick)."
baseline,15,"log(v_v,e0)."
baseline,16,view(v_v).
baseline,16,"encoding(v_v,e0)."
baseline,16,"encoding(v_v,e1)."
baseline,16,"encoding(v_v,e2)."
baseline,16,"bin(v_v,e1,10)."
baseline,16,"bin(v_v,e2,10)."
baseline,16,"aggregate(v_v,e0,mean)."
baseline,16,"channel(v_v,e1,x)."
baseline,16,"channel(v_v,e2,y)."
baseline,16,"channel(v_v,e0,size)."
baseline,16,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,16,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,16,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,16,"zero(v_v,e1)."
baseline,16,"zero(v_v,e2)."
baseline,16,"type(v_v,e0,quantitative)."
baseline,16,"type(v_v,e1,quantitative)."
baseline,16,"type(v_v,e2,quantitative)."
baseline,16,"mark(v_v,point)."
baseline,16,"log(v_v,e0)."
baseline,17,view(v_v).
baseline,17,"encoding(v_v,e0)."
baseline,17,"encoding(v_v,e1)."
baseline,17,"encoding(v_v,e2)."
baseline,17,"bin(v_v,e2,10)."
baseline,17,"channel(v_v,e0,x)."
baseline,17,"channel(v_v,e2,y)."
baseline,17,"channel(v_v,e1,size)."
baseline,17,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,17,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,17,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,17,"zero(v_v,e1)."
baseline,17,"zero(v_v,e2)."
baseline,17,"type(v_v,e0,quantitative)."
baseline,17,"type(v_v,e1,quantitative)."
baseline,17,"type(v_v,e2,quantitative)."
baseline,17,"mark(v_v,point)."
baseline,17,"log(v_v,e0)."
baseline,18,view(v_v).
baseline,18,"encoding(v_v,e0)."
baseline,18,"encoding(v_v,e1)."
baseline,18,"encoding(v_v,e2)."
baseline,18,"bin(v_v,e2,10)."
baseline,18,"channel(v_v,e1,x)."
baseline,18,"channel(v_v,e0,y)."
baseline,18,"channel(v_v,e2,size)."
baseline,18,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,18,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,18,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,18,"zero(v_v,e1)."
baseline,18,"zero(v_v,e2)."
baseline,18,"type(v_v,e0,quantitative)."
baseline,18,"type(v_v,e1,quantitative)."
baseline,18,"type(v_v,e2,quantitative)."
baseline,18,"mark(v_v,point)."
baseline,18,"log(v_v,e0)."
baseline,19,view(v_v).
baseline,19,"encoding(v_v,e0)."
baseline,19,"encoding(v_v,e1)."
baseline,19,"encoding(v_v,e2)."
baseline,19,"bin(v_v,e2,10)."
baseline,19,"channel(v_v,e0,x)."
baseline,19,"channel(v_v,e1,y)."
baseline,19,"channel(v_v,e2,column)."
baseline,19,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,19,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,19,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,19,"zero(v_v,e1)."
baseline,19,"zero(v_v,e2)."
baseline,19,"type(v_v,e0,quantitative)."
baseline,19,"type(v_v,e1,quantitative)."
baseline,19,"type(v_v,e2,quantitative)."
baseline,19,"mark(v_v,point)."
baseline,19,"log(v_v,e0)."
baseline,20,view(v_v).
baseline,20,"encoding(v_v,e0)."
baseline,20,"encoding(v_v,e1)."
baseline,20,"encoding(v_v,e2)."
baseline,20,"bin(v_v,e2,10)."
baseline,20,"channel(v_v,e0,x)."
baseline,20,"channel(v_v,e1,y)."
baseline,20,"channel(v_v,e2,row)."
baseline,20,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,20,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,20,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,20,"zero(v_v,e1)."
baseline,20,"zero(v_v,e2)."
baseline,20,"type(v_v,e0,quantitative)."
baseline,20,"type(v_v,e1,quantitative)."
baseline,20,"type(v_v,e2,quantitative)."
baseline,20,"mark(v_v,point)."
baseline,20,"log(v_v,e0)."
baseline,21,view(v_v).
baseline,21,"encoding(v_v,e0)."
baseline,21,"encoding(v_v,e1)."
baseline,21,"encoding(v_v,e2)."
baseline,21,"bin(v_v,e2,10)."
baseline,21,"channel(v_v,e0,x)."
baseline,21,"channel(v_v,e2,y)."
baseline,21,"channel(v_v,e1,color)."
baseline,21,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,21,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,21,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,21,"zero(v_v,e1)."
baseline,21,"zero(v_v,e2)."
baseline,21,"type(v_v,e0,quantitative)."
baseline,21,"type(v_v,e1,quantitative)."
baseline,21,"type(v_v,e2,quantitative)."
baseline,21,"mark(v_v,tick)."
baseline,21,"log(v_v,e0)."
baseline,22,view(v_v).
baseline,22,"encoding(v_v,e0)."
baseline,22,"encoding(v_v,e1)."
baseline,22,"encoding(v_v,e2)."
baseline,22,"bin(v_v,e2,10)."
baseline,22,"channel(v_v,e2,x)."
baseline,22,"channel(v_v,e0,y)."
baseline,22,"channel(v_v,e1,color)."
baseline,22,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,22,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,22,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,22,"zero(v_v,e1)."
baseline,22,"zero(v_v,e2)."
baseline,22,"type(v_v,e0,quantitative)."
baseline,22,"type(v_v,e1,quantitative)."
baseline,22,"type(v_v,e2,quantitative)."
baseline,22,"mark(v_v,tick)."
baseline,22,"log(v_v,e0)."
baseline,23,view(v_v).
baseline,23,"encoding(v_v,e0)."
baseline,23,"encoding(v_v,e1)."
baseline,23,"encoding(v_v,e2)."
baseline,23,"bin(v_v,e1,10)."
baseline,23,"channel(v_v,e2,x)."
baseline,23,"channel(v_v,e1,y)."
baseline,23,"channel(v_v,e0,color)."
baseline,23,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,23,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,23,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,23,"zero(v_v,e1)."
baseline,23,"zero(v_v,e2)."
baseline,23,"type(v_v,e0,quantitative)."
baseline,23,"type(v_v,e1,quantitative)."
baseline,23,"type(v_v,e2,quantitative)."
baseline,23,"mark(v_v,tick)."
baseline,23,"log(v_v,e0)."
baseline,24,view(v_v).
baseline,24,"encoding(v_v,e0)."
baseline,24,"encoding(v_v,e1)."
baseline,24,"encoding(v_v,e2)."
baseline,24,"bin(v_v,e1,10)."
baseline,24,"channel(v_v,e0,x)."
baseline,24,"channel(v_v,e1,y)."
baseline,24,"channel(v_v,e2,size)."
baseline,24,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,24,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,24,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,24,"zero(v_v,e1)."
baseline,24,"zero(v_v,e2)."
baseline,24,"type(v_v,e0,quantitative)."
baseline,24,"type(v_v,e1,quantitative)."
baseline,24,"type(v_v,e2,quantitative)."
baseline,24,"mark(v_v,point)."
baseline,24,"log(v_v,e0)."
baseline,25,view(v_v).
baseline,25,"encoding(v_v,e0)."
baseline,25,"encoding(v_v,e1)."
baseline,25,"encoding(v_v,e2)."
baseline,25,"bin(v_v,e1,10)."
baseline,25,"channel(v_v,e1,x)."
baseline,25,"channel(v_v,e0,y)."
baseline,25,"channel(v_v,e2,color)."
baseline,25,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,25,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,25,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,25,"zero(v_v,e1)."
baseline,25,"zero(v_v,e2)."
baseline,25,"type(v_v,e0,quantitative)."
baseline,25,"type(v_v,e1,quantitative)."
baseline,25,"type(v_v,e2,quantitative)."
baseline,25,"mark(v_v,tick)."
baseline,25,"log(v_v,e0)."
baseline,26,view(v_v).
baseline,26,"encoding(v_v,e0)."
baseline,26,"encoding(v_v,e1)."
baseline,26,"encoding(v_v,e2)."
baseline,26,"bin(v_v,e1,10)."
baseline,26,"channel(v_v,e0,x)."
baseline,26,"channel(v_v,e1,y)."
baseline,26,"channel(v_v,e2,color)."
baseline,26,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,26,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,26,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,26,"zero(v_v,e1)."
baseline,26,"zero(v_v,e2)."
baseline,26,"type(v_v,e0,quantitative)."
baseline,26,"type(v_v,e1,quantitative)."
baseline,26,"type(v_v,e2,quantitative)."
baseline,26,"mark(v_v,tick)."
baseline,26,"log(v_v,e0)."
baseline,27,view(v_v).
baseline,27,"encoding(v_v,e0)."
baseline,27,"encoding(v_v,e1)."
baseline,27,"encoding(v_v,e2)."
baseline,27,"bin(v_v,e1,10)."
baseline,27,"channel(v_v,e0,x)."
baseline,27,"channel(v_v,e2,y)."
baseline,27,"channel(v_v,e1,size)."
baseline,27,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,27,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,27,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,27,"zero(v_v,e1)."
baseline,27,"zero(v_v,e2)."
baseline,27,"type(v_v,e0,quantitative)."
baseline,27,"type(v_v,e1,quantitative)."
baseline,27,"type(v_v,e2,quantitative)."
baseline,27,"mark(v_v,point)."
baseline,27,"log(v_v,e0)."
baseline,28,view(v_v).
baseline,28,"encoding(v_v,e0)."
baseline,28,"encoding(v_v,e1)."
baseline,28,"encoding(v_v,e2)."
baseline,28,"bin(v_v,e1,10)."
baseline,28,"channel(v_v,e0,x)."
baseline,28,"channel(v_v,e2,y)."
baseline,28,"channel(v_v,e1,column)."
baseline,28,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,28,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,28,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,28,"zero(v_v,e1)."
baseline,28,"zero(v_v,e2)."
baseline,28,"type(v_v,e0,quantitative)."
baseline,28,"type(v_v,e1,quantitative)."
baseline,28,"type(v_v,e2,quantitative)."
baseline,28,"mark(v_v,point)."
baseline,28,"log(v_v,e0)."
baseline,29,view(v_v).
baseline,29,"encoding(v_v,e0)."
baseline,29,"encoding(v_v,e1)."
baseline,29,"encoding(v_v,e2)."
baseline,29,"bin(v_v,e1,10)."
baseline,29,"channel(v_v,e0,x)."
baseline,29,"channel(v_v,e2,y)."
baseline,29,"channel(v_v,e1,row)."
baseline,29,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,29,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,29,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,29,"zero(v_v,e1)."
baseline,29,"zero(v_v,e2)."
baseline,29,"type(v_v,e0,quantitative)."
baseline,29,"type(v_v,e1,quantitative)."
baseline,29,"type(v_v,e2,quantitative)."
baseline,29,"mark(v_v,point)."
baseline,29,"log(v_v,e0)."
baseline,30,view(v_v).
baseline,30,"encoding(v_v,e0)."
baseline,30,"encoding(v_v,e1)."
baseline,30,"encoding(v_v,e2)."
baseline,30,"bin(v_v,e1,10)."
baseline,30,"channel(v_v,e2,x)."
baseline,30,"channel(v_v,e0,y)."
baseline,30,"channel(v_v,e1,size)."
baseline,30,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,30,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,30,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,30,"zero(v_v,e1)."
baseline,30,"zero(v_v,e2)."
baseline,30,"type(v_v,e0,quantitative)."
baseline,30,"type(v_v,e1,quantitative)."
baseline,30,"type(v_v,e2,quantitative)."
baseline,30,"mark(v_v,point)."
baseline,30,"log(v_v,e0)."
baseline,31,view(v_v).
baseline,31,"encoding(v_v,e0)."
baseline,31,"encoding(v_v,e1)."
baseline,31,"encoding(v_v,e2)."
baseline,31,"bin(v_v,e1,10)."
baseline,31,"bin(v_v,e2,10)."
baseline,31,"aggregate(v_v,e0,mean)."
baseline,31,"channel(v_v,e2,x)."
baseline,31,"channel(v_v,e1,y)."
baseline,31,"channel(v_v,e0,size)."
baseline,31,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,31,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,31,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,31,"zero(v_v,e1)."
baseline,31,"zero(v_v,e2)."
baseline,31,"type(v_v,e0,quantitative)."
baseline,31,"type(v_v,e1,quantitative)."
baseline,31,"type(v_v,e2,quantitative)."
baseline,31,"mark(v_v,point)."
baseline,31,"log(v_v,e0)."
baseline,32,view(v_v).
baseline,32,"encoding(v_v,e0)."
baseline,32,"encoding(v_v,e1)."
baseline,32,"encoding(v_v,e2)."
baseline,32,"bin(v_v,e1,10)."
baseline,32,"bin(v_v,e2,10)."
baseline,32,"aggregate(v_v,e0,sum)."
baseline,32,"channel(v_v,e1,x)."
baseline,32,"channel(v_v,e2,y)."
baseline,32,"channel(v_v,e0,size)."
baseline,32,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,32,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,32,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,32,"zero(v_v,e1)."
baseline,32,"zero(v_v,e2)."
baseline,32,"type(v_v,e0,quantitative)."
baseline,32,"type(v_v,e1,quantitative)."
baseline,32,"type(v_v,e2,quantitative)."
baseline,32,"mark(v_v,point)."
baseline,32,"log(v_v,e0)."
baseline,33,view(v_v).
baseline,33,"encoding(v_v,e0)."
baseline,33,"encoding(v_v,e1)."
baseline,33,"encoding(v_v,e2)."
baseline,33,"bin(v_v,e2,10)."
baseline,33,"channel(v_v,e1,x)."
baseline,33,"channel(v_v,e2,y)."
baseline,33,"channel(v_v,e0,size)."
baseline,33,"field(v_v,e0,""Gross_Total_Expenditure_x1000"")."
baseline,33,"field(v_v,e1,""Social_care_related_quality_of_life_score_All"")."
baseline,33,"field(v_v,e2,""Support_provided_to_carers_during_the_year"")."
baseline,33,"zero(v_v,e1)."
baseline,33,"zero(v_v,e2)."
baseline,33,"type(v_v,e0,quantitative)."
baseline,33,"type(v_v,e1,quantitative)."
baseline,33,"type(v_v,e2,quantitative)."
baseline,33,"mark(v_v,point)."
baseline,33,"log(v_v,e0)."
baseline,34,view(v_v).
baseline,34,"encoding(v_v,e0)."
baseline,34,"encoding(v_v,e1)."
baseline,34,"encoding(v_v,e2)."
