set,rank,prop
baseline,48,"stack(v_v,normalize)."
baseline,49,view(v_v).
baseline,49,"encoding(v_v,e0)."
baseline,49,"encoding(v_v,e1)."
baseline,49,"encoding(v_v,1)."
baseline,49,"type(v_v,e1,nominal)."
baseline,49,"bin(v_v,e0,10)."
baseline,49,"aggregate(v_v,1,count)."
baseline,49,"channel(v_v,1,x)."
baseline,49,"channel(v_v,e0,y)."
baseline,49,"channel(v_v,e1,color)."
baseline,49,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,49,"field(v_v,e1,""Setting"")."
baseline,49,"zero(v_v,e0)."
baseline,49,"zero(v_v,1)."
baseline,49,"type(v_v,e0,quantitative)."
baseline,49,"type(v_v,1,quantitative)."
baseline,49,"mark(v_v,tick)."
verde,0,view(v_v).
verde,0,"encoding(v_v,e0)."
verde,0,"encoding(v_v,e1)."
verde,0,"type(v_v,e1,nominal)."
verde,0,"type(v_v,e0,quantitative)."
verde,0,"field(v_v,e1,""Setting"")."
verde,0,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,0,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,0,"channel(v_v,e0,x)."
verde,0,"channel(v_v,e1,y)."
verde,0,"zero(v_v,e0)."
verde,0,"mark(v_v,tick)."
verde,1,view(v_v).
verde,1,"encoding(v_v,e0)."
verde,1,"encoding(v_v,e1)."
verde,1,"type(v_v,e1,nominal)."
verde,1,"type(v_v,e0,quantitative)."
verde,1,"field(v_v,e1,""Setting"")."
verde,1,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,1,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,1,"channel(v_v,e0,x)."
verde,1,"channel(v_v,e1,y)."
verde,1,"mark(v_v,tick)."
verde,2,view(v_v).
verde,2,"encoding(v_v,e0)."
verde,2,"encoding(v_v,e1)."
verde,2,"type(v_v,e1,nominal)."
verde,2,"type(v_v,e0,quantitative)."
verde,2,"field(v_v,e1,""Setting"")."
verde,2,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,2,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,2,"channel(v_v,e0,x)."
verde,2,"channel(v_v,e1,y)."
verde,2,"mark(v_v,tick)."
verde,2,"log(v_v,e0)."
verde,3,view(v_v).
verde,3,"encoding(v_v,e0)."
verde,3,"encoding(v_v,e1)."
verde,3,"type(v_v,e1,nominal)."
verde,3,"type(v_v,e0,quantitative)."
verde,3,"field(v_v,e1,""Setting"")."
verde,3,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,3,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,3,"channel(v_v,e1,x)."
verde,3,"channel(v_v,e0,y)."
verde,3,"zero(v_v,e0)."
verde,3,"mark(v_v,tick)."
verde,4,view(v_v).
verde,4,"encoding(v_v,e0)."
verde,4,"encoding(v_v,e1)."
verde,4,"type(v_v,e1,nominal)."
verde,4,"type(v_v,e0,quantitative)."
verde,4,"field(v_v,e1,""Setting"")."
verde,4,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,4,"aggregate(v_v,e0,mean)."
verde,4,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,4,"channel(v_v,e0,x)."
verde,4,"channel(v_v,e1,y)."
verde,4,"zero(v_v,e0)."
verde,4,"mark(v_v,bar)."
verde,5,view(v_v).
verde,5,"encoding(v_v,e0)."
verde,5,"encoding(v_v,e1)."
verde,5,"type(v_v,e1,nominal)."
verde,5,"type(v_v,e0,quantitative)."
verde,5,"field(v_v,e1,""Setting"")."
verde,5,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,5,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,5,"channel(v_v,e1,x)."
verde,5,"channel(v_v,e0,y)."
verde,5,"mark(v_v,tick)."
verde,6,view(v_v).
verde,6,"encoding(v_v,e0)."
verde,6,"encoding(v_v,e1)."
verde,6,"type(v_v,e1,nominal)."
verde,6,"type(v_v,e0,quantitative)."
verde,6,"field(v_v,e1,""Setting"")."
verde,6,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,6,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,6,"channel(v_v,e1,x)."
verde,6,"channel(v_v,e0,y)."
verde,6,"mark(v_v,tick)."
verde,6,"log(v_v,e0)."
verde,7,view(v_v).
verde,7,"encoding(v_v,e0)."
verde,7,"encoding(v_v,e1)."
verde,7,"type(v_v,e1,nominal)."
verde,7,"type(v_v,e0,quantitative)."
verde,7,"field(v_v,e1,""Setting"")."
verde,7,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,7,"aggregate(v_v,e0,sum)."
verde,7,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,7,"channel(v_v,e0,x)."
verde,7,"channel(v_v,e1,y)."
verde,7,"zero(v_v,e0)."
verde,7,"mark(v_v,bar)."
verde,8,view(v_v).
verde,8,"encoding(v_v,e0)."
verde,8,"encoding(v_v,e1)."
verde,8,"type(v_v,e1,nominal)."
verde,8,"type(v_v,e0,quantitative)."
verde,8,"field(v_v,e1,""Setting"")."
verde,8,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,8,"aggregate(v_v,e0,median)."
verde,8,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,8,"channel(v_v,e0,x)."
verde,8,"channel(v_v,e1,y)."
verde,8,"zero(v_v,e0)."
verde,8,"mark(v_v,bar)."
verde,9,view(v_v).
verde,9,"encoding(v_v,e0)."
verde,9,"encoding(v_v,e1)."
verde,9,"encoding(v_v,1)."
verde,9,"type(v_v,e1,nominal)."
verde,9,"bin(v_v,e0,10)."
verde,9,"type(v_v,e0,quantitative)."
verde,9,"field(v_v,e1,""Setting"")."
verde,9,"type(v_v,1,quantitative)."
verde,9,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,9,"aggregate(v_v,1,count)."
verde,9,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,9,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,9,"channel(v_v,e0,x)."
verde,9,"channel(v_v,e1,y)."
verde,9,"channel(v_v,1,size)."
verde,9,"zero(v_v,1)."
verde,9,"mark(v_v,point)."
verde,10,view(v_v).
verde,10,"encoding(v_v,e0)."
verde,10,"encoding(v_v,e1)."
verde,10,"type(v_v,e1,nominal)."
verde,10,"type(v_v,e0,quantitative)."
verde,10,"field(v_v,e1,""Setting"")."
verde,10,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,10,"aggregate(v_v,e0,min)."
verde,10,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,10,"channel(v_v,e0,x)."
verde,10,"channel(v_v,e1,y)."
verde,10,"zero(v_v,e0)."
verde,10,"mark(v_v,bar)."
verde,11,view(v_v).
verde,11,"encoding(v_v,e0)."
verde,11,"encoding(v_v,e1)."
verde,11,"type(v_v,e1,nominal)."
verde,11,"type(v_v,e0,quantitative)."
verde,11,"field(v_v,e1,""Setting"")."
verde,11,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,11,"aggregate(v_v,e0,max)."
verde,11,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,11,"channel(v_v,e0,x)."
verde,11,"channel(v_v,e1,y)."
verde,11,"zero(v_v,e0)."
verde,11,"mark(v_v,bar)."
verde,12,view(v_v).
verde,12,"encoding(v_v,e0)."
verde,12,"encoding(v_v,e1)."
verde,12,"type(v_v,e1,nominal)."
verde,12,"type(v_v,e0,quantitative)."
verde,12,"field(v_v,e1,""Setting"")."
verde,12,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,12,"aggregate(v_v,e0,mean)."
verde,12,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,12,"channel(v_v,e1,x)."
verde,12,"channel(v_v,e0,y)."
verde,12,"zero(v_v,e0)."
verde,12,"mark(v_v,bar)."
verde,13,view(v_v).
verde,13,"encoding(v_v,e0)."
verde,13,"encoding(v_v,e1)."
verde,13,"type(v_v,e1,nominal)."
verde,13,"type(v_v,e0,quantitative)."
verde,13,"field(v_v,e1,""Setting"")."
verde,13,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,13,"aggregate(v_v,e0,stdev)."
verde,13,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,13,"channel(v_v,e0,x)."
verde,13,"channel(v_v,e1,y)."
verde,13,"zero(v_v,e0)."
verde,13,"mark(v_v,bar)."
verde,14,view(v_v).
verde,14,"encoding(v_v,e0)."
verde,14,"encoding(v_v,e1)."
verde,14,"type(v_v,e1,nominal)."
verde,14,"type(v_v,e0,quantitative)."
verde,14,"field(v_v,e1,""Setting"")."
verde,14,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,14,"aggregate(v_v,e0,sum)."
verde,14,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,14,"channel(v_v,e1,x)."
verde,14,"channel(v_v,e0,y)."
verde,14,"zero(v_v,e0)."
verde,14,"mark(v_v,bar)."
verde,15,view(v_v).
verde,15,"encoding(v_v,e0)."
verde,15,"encoding(v_v,e1)."
verde,15,"encoding(v_v,1)."
verde,15,"type(v_v,e1,nominal)."
verde,15,"bin(v_v,e0,10)."
verde,15,"type(v_v,e0,quantitative)."
verde,15,"field(v_v,e1,""Setting"")."
verde,15,"type(v_v,1,quantitative)."
verde,15,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,15,"aggregate(v_v,1,count)."
verde,15,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,15,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,15,"channel(v_v,e0,x)."
verde,15,"channel(v_v,e1,y)."
verde,15,"channel(v_v,1,size)."
verde,15,"zero(v_v,e0)."
verde,15,"zero(v_v,1)."
verde,15,"mark(v_v,point)."
verde,16,view(v_v).
verde,16,"encoding(v_v,e0)."
verde,16,"encoding(v_v,e1)."
verde,16,"encoding(v_v,1)."
verde,16,"type(v_v,e1,nominal)."
verde,16,"bin(v_v,e0,10)."
verde,16,"type(v_v,e0,quantitative)."
verde,16,"field(v_v,e1,""Setting"")."
verde,16,"type(v_v,1,quantitative)."
verde,16,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,16,"aggregate(v_v,1,count)."
verde,16,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,16,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,16,"channel(v_v,e1,x)."
verde,16,"channel(v_v,e0,y)."
verde,16,"channel(v_v,1,size)."
verde,16,"zero(v_v,1)."
verde,16,"mark(v_v,point)."
verde,17,view(v_v).
verde,17,"encoding(v_v,e0)."
verde,17,"encoding(v_v,e1)."
verde,17,"type(v_v,e1,nominal)."
verde,17,"type(v_v,e0,quantitative)."
verde,17,"field(v_v,e1,""Setting"")."
verde,17,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,17,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,17,"channel(v_v,e0,x)."
verde,17,"channel(v_v,e1,y)."
verde,17,"zero(v_v,e0)."
verde,17,"mark(v_v,point)."
verde,18,view(v_v).
verde,18,"encoding(v_v,e0)."
verde,18,"encoding(v_v,e1)."
verde,18,"type(v_v,e1,nominal)."
verde,18,"type(v_v,e0,quantitative)."
verde,18,"field(v_v,e1,""Setting"")."
verde,18,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,18,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,18,"channel(v_v,e0,x)."
verde,18,"channel(v_v,e1,column)."
verde,18,"zero(v_v,e0)."
verde,18,"mark(v_v,tick)."
verde,19,view(v_v).
verde,19,"encoding(v_v,e0)."
verde,19,"encoding(v_v,e1)."
verde,19,"type(v_v,e1,nominal)."
verde,19,"type(v_v,e0,quantitative)."
verde,19,"field(v_v,e1,""Setting"")."
verde,19,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,19,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,19,"channel(v_v,e0,y)."
verde,19,"channel(v_v,e1,row)."
verde,19,"zero(v_v,e0)."
verde,19,"mark(v_v,tick)."
verde,20,view(v_v).
verde,20,"encoding(v_v,e0)."
verde,20,"encoding(v_v,e1)."
verde,20,"type(v_v,e1,nominal)."
verde,20,"type(v_v,e0,quantitative)."
verde,20,"field(v_v,e1,""Setting"")."
verde,20,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,20,"aggregate(v_v,e0,median)."
verde,20,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,20,"channel(v_v,e1,x)."
verde,20,"channel(v_v,e0,y)."
verde,20,"zero(v_v,e0)."
verde,20,"mark(v_v,bar)."
verde,21,view(v_v).
verde,21,"encoding(v_v,e0)."
verde,21,"encoding(v_v,e1)."
verde,21,"encoding(v_v,1)."
verde,21,"type(v_v,e1,nominal)."
verde,21,"bin(v_v,e0,10)."
verde,21,"type(v_v,e0,quantitative)."
verde,21,"field(v_v,e1,""Setting"")."
verde,21,"type(v_v,1,quantitative)."
verde,21,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,21,"aggregate(v_v,1,count)."
verde,21,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,21,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,21,"channel(v_v,e1,x)."
verde,21,"channel(v_v,e0,y)."
verde,21,"channel(v_v,1,size)."
verde,21,"zero(v_v,e0)."
verde,21,"zero(v_v,1)."
verde,21,"mark(v_v,point)."
verde,22,view(v_v).
verde,22,"encoding(v_v,e0)."
verde,22,"encoding(v_v,e1)."
verde,22,"type(v_v,e1,nominal)."
verde,22,"type(v_v,e0,quantitative)."
verde,22,"field(v_v,e1,""Setting"")."
verde,22,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,22,"aggregate(v_v,e0,max)."
verde,22,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,22,"channel(v_v,e1,x)."
verde,22,"channel(v_v,e0,y)."
verde,22,"zero(v_v,e0)."
verde,22,"mark(v_v,bar)."
verde,23,view(v_v).
verde,23,"encoding(v_v,e0)."
verde,23,"encoding(v_v,e1)."
verde,23,"type(v_v,e1,nominal)."
verde,23,"type(v_v,e0,quantitative)."
verde,23,"field(v_v,e1,""Setting"")."
verde,23,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,23,"aggregate(v_v,e0,min)."
verde,23,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,23,"channel(v_v,e1,x)."
verde,23,"channel(v_v,e0,y)."
verde,23,"zero(v_v,e0)."
verde,23,"mark(v_v,bar)."
verde,24,view(v_v).
verde,24,"encoding(v_v,e0)."
verde,24,"encoding(v_v,e1)."
verde,24,"type(v_v,e1,nominal)."
verde,24,"type(v_v,e0,quantitative)."
verde,24,"field(v_v,e1,""Setting"")."
verde,24,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,24,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,24,"channel(v_v,e0,x)."
verde,24,"channel(v_v,e1,y)."
verde,24,"mark(v_v,point)."
verde,25,view(v_v).
verde,25,"encoding(v_v,e0)."
verde,25,"encoding(v_v,e1)."
verde,25,"type(v_v,e1,nominal)."
verde,25,"type(v_v,e0,quantitative)."
verde,25,"field(v_v,e1,""Setting"")."
verde,25,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,25,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,25,"channel(v_v,e0,x)."
verde,25,"channel(v_v,e1,column)."
verde,25,"mark(v_v,tick)."
verde,26,view(v_v).
verde,26,"encoding(v_v,e0)."
verde,26,"encoding(v_v,e1)."
verde,26,"type(v_v,e1,nominal)."
verde,26,"type(v_v,e0,quantitative)."
verde,26,"field(v_v,e1,""Setting"")."
verde,26,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,26,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,26,"channel(v_v,e0,y)."
verde,26,"channel(v_v,e1,row)."
verde,26,"mark(v_v,tick)."
verde,27,view(v_v).
verde,27,"encoding(v_v,e0)."
verde,27,"encoding(v_v,e1)."
verde,27,"type(v_v,e1,nominal)."
verde,27,"type(v_v,e0,quantitative)."
verde,27,"field(v_v,e1,""Setting"")."
verde,27,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,27,"aggregate(v_v,e0,stdev)."
verde,27,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,27,"channel(v_v,e1,x)."
verde,27,"channel(v_v,e0,y)."
verde,27,"zero(v_v,e0)."
verde,27,"mark(v_v,bar)."
verde,28,view(v_v).
verde,28,"encoding(v_v,e0)."
verde,28,"encoding(v_v,e1)."
verde,28,"encoding(v_v,1)."
verde,28,"type(v_v,e1,nominal)."
verde,28,"bin(v_v,e0,10)."
verde,28,"type(v_v,e0,quantitative)."
verde,28,"field(v_v,e1,""Setting"")."
verde,28,"type(v_v,1,quantitative)."
verde,28,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,28,"aggregate(v_v,1,count)."
verde,28,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,28,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,28,"channel(v_v,e0,x)."
verde,28,"channel(v_v,e1,y)."
verde,28,"channel(v_v,1,size)."
verde,28,"mark(v_v,point)."
verde,29,view(v_v).
verde,29,"encoding(v_v,e0)."
verde,29,"encoding(v_v,e1)."
verde,29,"type(v_v,e1,nominal)."
verde,29,"type(v_v,e0,quantitative)."
verde,29,"field(v_v,e1,""Setting"")."
verde,29,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,29,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,29,"channel(v_v,e0,x)."
verde,29,"channel(v_v,e1,column)."
verde,29,"mark(v_v,tick)."
verde,29,"log(v_v,e0)."
verde,30,view(v_v).
verde,30,"encoding(v_v,e0)."
verde,30,"encoding(v_v,e1)."
verde,30,"type(v_v,e1,nominal)."
verde,30,"type(v_v,e0,quantitative)."
verde,30,"field(v_v,e1,""Setting"")."
verde,30,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,30,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,30,"channel(v_v,e0,y)."
verde,30,"channel(v_v,e1,row)."
verde,30,"mark(v_v,tick)."
verde,30,"log(v_v,e0)."
verde,31,view(v_v).
verde,31,"encoding(v_v,e0)."
verde,31,"encoding(v_v,e1)."
verde,31,"encoding(v_v,1)."
verde,31,"type(v_v,e1,nominal)."
verde,31,"bin(v_v,e0,10)."
verde,31,"type(v_v,e0,quantitative)."
verde,31,"channel(v_v,e1,color)."
verde,31,"field(v_v,e1,""Setting"")."
verde,31,"type(v_v,1,quantitative)."
verde,31,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,31,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,31,"aggregate(v_v,1,count)."
verde,31,"channel(v_v,e0,x)."
verde,31,"channel(v_v,1,y)."
verde,31,"zero(v_v,1)."
verde,31,"mark(v_v,tick)."
verde,32,view(v_v).
verde,32,"encoding(v_v,e0)."
verde,32,"encoding(v_v,e1)."
verde,32,"encoding(v_v,1)."
verde,32,"type(v_v,e1,nominal)."
verde,32,"bin(v_v,e0,10)."
verde,32,"type(v_v,e0,quantitative)."
verde,32,"channel(v_v,e1,color)."
verde,32,"field(v_v,e1,""Setting"")."
verde,32,"type(v_v,1,quantitative)."
verde,32,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,32,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,32,"aggregate(v_v,1,count)."
verde,32,"channel(v_v,e0,x)."
verde,32,"channel(v_v,1,y)."
verde,32,"zero(v_v,1)."
verde,32,"mark(v_v,bar)."
verde,32,"stack(v_v,zero)."
verde,33,view(v_v).
verde,33,"encoding(v_v,e0)."
verde,33,"encoding(v_v,e1)."
verde,33,"encoding(v_v,1)."
verde,33,"type(v_v,e1,nominal)."
verde,33,"bin(v_v,e0,10)."
verde,33,"type(v_v,e0,quantitative)."
verde,33,"field(v_v,e1,""Setting"")."
verde,33,"type(v_v,1,quantitative)."
verde,33,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,33,"aggregate(v_v,1,count)."
verde,33,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,33,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,33,"channel(v_v,e0,x)."
verde,33,"channel(v_v,e1,y)."
verde,33,"channel(v_v,1,size)."
verde,33,"zero(v_v,e0)."
verde,33,"mark(v_v,point)."
verde,34,view(v_v).
verde,34,"encoding(v_v,e0)."
verde,34,"encoding(v_v,e1)."
verde,34,"encoding(v_v,1)."
verde,34,"type(v_v,e1,nominal)."
verde,34,"bin(v_v,e0,10)."
verde,34,"type(v_v,e0,quantitative)."
verde,34,"field(v_v,e1,""Setting"")."
verde,34,"type(v_v,1,quantitative)."
verde,34,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,34,"aggregate(v_v,1,count)."
verde,34,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,34,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,34,"channel(v_v,e0,x)."
verde,34,"channel(v_v,e1,y)."
verde,34,"channel(v_v,1,size)."
verde,34,"mark(v_v,point)."
verde,34,"log(v_v,1)."
verde,35,view(v_v).
verde,35,"encoding(v_v,e0)."
verde,35,"encoding(v_v,e1)."
verde,35,"type(v_v,e1,nominal)."
verde,35,"type(v_v,e0,quantitative)."
verde,35,"field(v_v,e1,""Setting"")."
verde,35,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,35,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,35,"channel(v_v,e0,x)."
verde,35,"channel(v_v,e1,y)."
verde,35,"mark(v_v,point)."
verde,35,"log(v_v,e0)."
verde,36,view(v_v).
verde,36,"encoding(v_v,e0)."
verde,36,"encoding(v_v,e1)."
verde,36,"type(v_v,e1,nominal)."
verde,36,"type(v_v,e0,quantitative)."
verde,36,"field(v_v,e1,""Setting"")."
verde,36,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,36,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,36,"channel(v_v,e1,x)."
verde,36,"channel(v_v,e0,y)."
verde,36,"zero(v_v,e0)."
verde,36,"mark(v_v,point)."
verde,37,view(v_v).
verde,37,"encoding(v_v,e0)."
verde,37,"encoding(v_v,e1)."
verde,37,"encoding(v_v,1)."
verde,37,"type(v_v,e1,nominal)."
verde,37,"bin(v_v,e0,10)."
verde,37,"type(v_v,e0,quantitative)."
verde,37,"field(v_v,e1,""Setting"")."
verde,37,"type(v_v,1,quantitative)."
verde,37,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,37,"aggregate(v_v,1,count)."
verde,37,"verde_color_double_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,37,"verde_color_double_enc_scheme(v_v,e0,""Gross_Current_Expenditure_x1000"",quantitative,""{""scheme"": ""oranges""}"",0)."
verde,37,"channel(v_v,e0,x)."
verde,37,"channel(v_v,e1,y)."
verde,37,"channel(v_v,1,size)."
verde,37,"zero(v_v,e0)."
verde,37,"mark(v_v,point)."
verde,37,"log(v_v,1)."
verde,38,view(v_v).
verde,38,"encoding(v_v,e0)."
verde,38,"encoding(v_v,e1)."
verde,38,"encoding(v_v,1)."
verde,38,"type(v_v,e1,nominal)."
verde,38,"bin(v_v,e0,10)."
verde,38,"type(v_v,e0,quantitative)."
verde,38,"channel(v_v,e1,color)."
verde,38,"field(v_v,e1,""Setting"")."
verde,38,"type(v_v,1,quantitative)."
verde,38,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,38,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,38,"aggregate(v_v,1,count)."
verde,38,"channel(v_v,e0,x)."
verde,38,"channel(v_v,1,y)."
verde,38,"zero(v_v,e0)."
verde,38,"zero(v_v,1)."
verde,38,"mark(v_v,tick)."
verde,39,view(v_v).
verde,39,"encoding(v_v,e0)."
verde,39,"encoding(v_v,e1)."
verde,39,"encoding(v_v,1)."
verde,39,"type(v_v,e1,nominal)."
verde,39,"bin(v_v,e0,10)."
verde,39,"type(v_v,e0,quantitative)."
verde,39,"channel(v_v,e1,color)."
verde,39,"field(v_v,e1,""Setting"")."
verde,39,"type(v_v,1,quantitative)."
verde,39,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
verde,39,"verde_color_enc_scheme(v_v,e1,""Setting"",nominal,""{""scheme"": ""pastel1""}"",0)."
verde,39,"aggregate(v_v,1,count)."
verde,39,"channel(v_v,e0,x)."
verde,39,"channel(v_v,1,y)."
verde,39,"zero(v_v,1)."
verde,39,"mark(v_v,bar)."
verde,39,"stack(v_v,normalize)."
verde,40,view(v_v).
verde,40,"encoding(v_v,e0)."
verde,40,"encoding(v_v,e1)."
verde,40,"encoding(v_v,1)."
verde,40,"type(v_v,e1,nominal)."
verde,40,"bin(v_v,e0,10)."
verde,40,"type(v_v,e0,quantitative)."
