set,rank,prop
verde,16,"channel(v_v,e0,x)."
verde,16,"channel(v_v,e2,y)."
verde,16,"channel(v_v,e1,size)."
verde,16,"zero(v_v,e1)."
verde,16,"zero(v_v,e2)."
verde,16,"mark(v_v,point)."
verde,16,"verde_color_mark(v_v,""{""color"": ""#888888""}"",0)."
verde,17,view(v_v).
verde,17,"encoding(v_v,e0)."
verde,17,"encoding(v_v,e1)."
verde,17,"encoding(v_v,e2)."
verde,17,"type(v_v,e0,ordinal)."
verde,17,"field(v_v,e0,""QoL_all"")."
verde,17,"type(v_v,e1,quantitative)."
verde,17,"field(v_v,e1,""vacancies_direct_care_pct"")."
verde,17,"type(v_v,e2,quantitative)."
verde,17,"field(v_v,e2,""zero_hr_contract_direct_care_pct"")."
verde,17,"channel(v_v,e0,x)."
verde,17,"channel(v_v,e1,y)."
verde,17,"channel(v_v,e2,size)."
verde,17,"zero(v_v,e1)."
verde,17,"zero(v_v,e2)."
verde,17,"mark(v_v,point)."
verde,17,"verde_color_mark(v_v,""{""color"": ""#888888""}"",0)."
verde,18,view(v_v).
verde,18,"encoding(v_v,e0)."
verde,18,"encoding(v_v,e1)."
verde,18,"encoding(v_v,e2)."
verde,18,"type(v_v,e0,ordinal)."
verde,18,"field(v_v,e0,""QoL_all"")."
verde,18,"type(v_v,e1,quantitative)."
verde,18,"field(v_v,e1,""vacancies_direct_care_pct"")."
verde,18,"type(v_v,e2,quantitative)."
verde,18,"field(v_v,e2,""zero_hr_contract_direct_care_pct"")."
verde,18,"channel(v_v,e2,x)."
verde,18,"channel(v_v,e1,y)."
verde,18,"channel(v_v,e0,row)."
verde,18,"zero(v_v,e1)."
verde,18,"zero(v_v,e2)."
verde,18,"mark(v_v,point)."
verde,18,"verde_color_mark(v_v,""{""color"": ""#888888""}"",0)."
verde,19,view(v_v).
verde,19,"encoding(v_v,e0)."
verde,19,"encoding(v_v,e1)."
verde,19,"encoding(v_v,e2)."
verde,19,"type(v_v,e0,ordinal)."
verde,19,"field(v_v,e0,""QoL_all"")."
verde,19,"type(v_v,e1,quantitative)."
verde,19,"field(v_v,e1,""vacancies_direct_care_pct"")."
verde,19,"type(v_v,e2,quantitative)."
verde,19,"field(v_v,e2,""zero_hr_contract_direct_care_pct"")."
verde,19,"channel(v_v,e2,x)."
verde,19,"channel(v_v,e1,y)."
verde,19,"channel(v_v,e0,column)."
verde,19,"zero(v_v,e1)."
verde,19,"zero(v_v,e2)."
verde,19,"mark(v_v,point)."
verde,19,"verde_color_mark(v_v,""{""color"": ""#888888""}"",0)."
