set,rank,violation,num,weight,cost_contrib
baseline,7,c_d_no_overlap_bar,1,0,0
baseline,7,continuous_x,1,0,0
baseline,7,encoding,3,0,0
baseline,7,encoding_field,3,6,18
baseline,7,nominal_color,1,6,6
baseline,7,nominal_y,1,0,0
baseline,7,stack_normalize,1,1,1
baseline,7,type_n,2,2,4
baseline,7,type_q,1,0,0
baseline,7,x_y_fields_order,1,1,1
baseline,8,c_d_tick,1,0,0
baseline,8,continuous_y,1,0,0
baseline,8,encoding,3,0,0
baseline,8,encoding_field,3,6,18
baseline,8,nominal_color,1,6,6
baseline,8,nominal_x,1,3,3
baseline,8,type_n,2,2,4
baseline,8,type_q,1,0,0
baseline,9,c_d_no_overlap_bar,1,0,0
baseline,9,continuous_y,1,0,0
baseline,9,encoding,3,0,0
baseline,9,encoding_field,3,6,18
baseline,9,nominal_color,1,6,6
baseline,9,nominal_x,1,3,3
baseline,9,stack_zero,1,0,0
baseline,9,type_n,2,2,4
baseline,9,type_q,1,0,0
baseline,10,c_d_tick,1,0,0
baseline,10,continuous_y,1,0,0
baseline,10,encoding,3,0,0
baseline,10,encoding_field,3,6,18
baseline,10,nominal_color,1,6,6
baseline,10,nominal_x,1,3,3
baseline,10,type_n,2,2,4
baseline,10,type_q,1,0,0
baseline,11,c_d_no_overlap_bar,1,0,0
baseline,11,continuous_y,1,0,0
baseline,11,encoding,3,0,0
baseline,11,encoding_field,3,6,18
baseline,11,nominal_color,1,6,6
baseline,11,nominal_x,1,3,3
baseline,11,stack_zero,1,0,0
baseline,11,type_n,2,2,4
baseline,11,type_q,1,0,0
baseline,12,aggregate,1,4,4
baseline,12,aggregate_mean,1,1,1
baseline,12,continuous_size,1,1,1
baseline,12,d_d_point,1,0,0
baseline,12,encoding,3,0,0
baseline,12,encoding_field,3,6,18
baseline,12,nominal_x,1,3,3
baseline,12,nominal_y,1,0,0
baseline,12,type_n,2,2,4
baseline,12,type_q,1,0,0
baseline,13,aggregate,1,4,4
baseline,13,aggregate_sum,1,2,2
baseline,13,continuous_size,1,1,1
baseline,13,d_d_point,1,0,0
baseline,13,encoding,3,0,0
baseline,13,encoding_field,3,6,18
baseline,13,nominal_x,1,3,3
baseline,13,nominal_y,1,0,0
baseline,13,type_n,2,2,4
baseline,13,type_q,1,0,0
baseline,14,c_d_no_overlap_bar,1,0,0
baseline,14,continuous_y,1,0,0
baseline,14,encoding,3,0,0
baseline,14,encoding_field,3,6,18
baseline,14,nominal_color,1,6,6
baseline,14,nominal_x,1,3,3
baseline,14,stack_normalize,1,1,1
baseline,14,type_n,2,2,4
baseline,14,type_q,1,0,0
baseline,15,c_d_no_overlap_bar,1,0,0
baseline,15,continuous_y,1,0,0
baseline,15,encoding,3,0,0
baseline,15,encoding_field,3,6,18
baseline,15,nominal_color,1,6,6
baseline,15,nominal_x,1,3,3
baseline,15,stack_normalize,1,1,1
baseline,15,type_n,2,2,4
baseline,15,type_q,1,0,0
baseline,16,aggregate,1,4,4
baseline,16,aggregate_mean,1,1,1
baseline,16,continuous_size,1,1,1
baseline,16,d_d_point,1,0,0
baseline,16,encoding,3,0,0
baseline,16,encoding_field,3,6,18
baseline,16,nominal_x,1,3,3
baseline,16,nominal_y,1,0,0
baseline,16,type_n,2,2,4
baseline,16,type_q,1,0,0
baseline,16,x_y_fields_order,1,1,1
baseline,17,aggregate,1,4,4
baseline,17,aggregate_sum,1,2,2
baseline,17,continuous_size,1,1,1
baseline,17,d_d_point,1,0,0
baseline,17,encoding,3,0,0
baseline,17,encoding_field,3,6,18
baseline,17,nominal_x,1,3,3
baseline,17,nominal_y,1,0,0
baseline,17,type_n,2,2,4
baseline,17,type_q,1,0,0
baseline,17,x_y_fields_order,1,1,1
baseline,18,aggregate,1,4,4
baseline,18,aggregate_median,1,3,3
baseline,18,continuous_size,1,1,1
baseline,18,d_d_point,1,0,0
baseline,18,encoding,3,0,0
baseline,18,encoding_field,3,6,18
baseline,18,nominal_x,1,3,3
baseline,18,nominal_y,1,0,0
baseline,18,type_n,2,2,4
baseline,18,type_q,1,0,0
baseline,19,c_d_tick,1,0,0
baseline,19,continuous_x,1,0,0
baseline,19,encoding,3,0,0
baseline,19,encoding_field,3,6,18
baseline,19,nominal_row,1,8,8
baseline,19,nominal_y,1,0,0
baseline,19,type_n,2,2,4
baseline,19,type_q,1,0,0
baseline,19,x_row,1,1,1
baseline,19,x_y_fields_order,1,1,1
baseline,19,y_row,1,1,1
verde,0,continuous_size,1,1,1
verde,0,d_d_point,1,0,0
verde,0,encoding,3,0,0
verde,0,encoding_field,3,6,18
verde,0,nominal_x,1,3,3
verde,0,nominal_y,1,0,0
verde,0,type_n,2,2,4
verde,0,type_q,1,0,0
verde,0,verde_color_double_enc_scheme,1,0,0
verde,0,verde_ordinal_sort,1,0,0
verde,0,x_y_raw,1,1,1
verde,1,continuous_size,1,1,1
verde,1,d_d_point,1,0,0
verde,1,encoding,3,0,0
verde,1,encoding_field,3,6,18
verde,1,nominal_x,1,3,3
verde,1,nominal_y,1,0,0
verde,1,type_n,2,2,4
verde,1,type_q,1,0,0
verde,1,verde_color_double_enc_scheme,1,0,0
verde,1,verde_ordinal_sort,1,0,0
verde,1,x_y_raw,1,1,1
verde,2,c_d_tick,1,0,0
verde,2,continuous_x,1,0,0
verde,2,encoding,3,0,0
verde,2,encoding_field,3,6,18
verde,2,nominal_color,1,6,6
verde,2,nominal_y,1,0,0
verde,2,type_n,2,2,4
verde,2,type_q,1,0,0
verde,2,verde_ordinal_sort,1,0,0
verde,3,c_d_no_overlap_bar,1,0,0
verde,3,continuous_x,1,0,0
verde,3,encoding,3,0,0
verde,3,encoding_field,3,6,18
verde,3,nominal_color,1,6,6
verde,3,nominal_y,1,0,0
verde,3,stack_zero,1,0,0
verde,3,type_n,2,2,4
verde,3,type_q,1,0,0
verde,3,verde_ordinal_sort,1,0,0
verde,4,c_d_tick,1,0,0
verde,4,continuous_x,1,0,0
verde,4,encoding,3,0,0
verde,4,encoding_field,3,6,18
verde,4,nominal_color,1,6,6
verde,4,nominal_y,1,0,0
verde,4,type_n,2,2,4
verde,4,type_q,1,0,0
verde,4,verde_color_enc_scheme,1,0,0
verde,4,verde_ordinal_sort,1,0,0
verde,5,c_d_no_overlap_bar,1,0,0
verde,5,continuous_x,1,0,0
verde,5,encoding,3,0,0
verde,5,encoding_field,3,6,18
verde,5,nominal_color,1,6,6
verde,5,nominal_y,1,0,0
verde,5,stack_zero,1,0,0
verde,5,type_n,2,2,4
verde,5,type_q,1,0,0
verde,5,verde_color_enc_scheme,1,0,0
verde,5,verde_ordinal_sort,1,0,0
verde,6,c_d_no_overlap_bar,1,0,0
verde,6,continuous_x,1,0,0
verde,6,encoding,3,0,0
verde,6,encoding_field,3,6,18
verde,6,nominal_color,1,6,6
verde,6,nominal_y,1,0,0
verde,6,stack_normalize,1,1,1
verde,6,type_n,2,2,4
verde,6,type_q,1,0,0
verde,6,verde_color_enc_scheme,1,0,0
verde,6,verde_ordinal_sort,1,0,0
verde,7,c_d_no_overlap_bar,1,0,0
verde,7,continuous_x,1,0,0
verde,7,encoding,3,0,0
verde,7,encoding_field,3,6,18
verde,7,nominal_color,1,6,6
verde,7,nominal_y,1,0,0
verde,7,stack_normalize,1,1,1
verde,7,type_n,2,2,4
verde,7,type_q,1,0,0
verde,7,verde_ordinal_sort,1,0,0
verde,8,c_d_tick,1,0,0
verde,8,continuous_y,1,0,0
verde,8,encoding,3,0,0
verde,8,encoding_field,3,6,18
verde,8,nominal_color,1,6,6
verde,8,nominal_x,1,3,3
verde,8,type_n,2,2,4
verde,8,type_q,1,0,0
verde,8,verde_ordinal_sort,1,0,0
verde,9,c_d_no_overlap_bar,1,0,0
verde,9,continuous_y,1,0,0
verde,9,encoding,3,0,0
verde,9,encoding_field,3,6,18
verde,9,nominal_color,1,6,6
verde,9,nominal_x,1,3,3
verde,9,stack_zero,1,0,0
verde,9,type_n,2,2,4
verde,9,type_q,1,0,0
verde,9,verde_ordinal_sort,1,0,0
verde,10,c_d_tick,1,0,0
verde,10,continuous_y,1,0,0
verde,10,encoding,3,0,0
verde,10,encoding_field,3,6,18
verde,10,nominal_color,1,6,6
verde,10,nominal_x,1,3,3
verde,10,type_n,2,2,4
verde,10,type_q,1,0,0
verde,10,verde_color_enc_scheme,1,0,0
verde,10,verde_ordinal_sort,1,0,0
verde,11,c_d_no_overlap_bar,1,0,0
verde,11,continuous_y,1,0,0
verde,11,encoding,3,0,0
verde,11,encoding_field,3,6,18
verde,11,nominal_color,1,6,6
verde,11,nominal_x,1,3,3
verde,11,stack_zero,1,0,0
verde,11,type_n,2,2,4
verde,11,type_q,1,0,0
verde,11,verde_color_enc_scheme,1,0,0
verde,11,verde_ordinal_sort,1,0,0
verde,12,aggregate,1,4,4
verde,12,aggregate_mean,1,1,1
verde,12,continuous_size,1,1,1
verde,12,d_d_point,1,0,0
verde,12,encoding,3,0,0
verde,12,encoding_field,3,6,18
verde,12,nominal_x,1,3,3
verde,12,nominal_y,1,0,0
verde,12,type_n,2,2,4
verde,12,type_q,1,0,0
verde,12,verde_color_double_enc_scheme,1,0,0
verde,12,verde_ordinal_sort,1,0,0
verde,13,aggregate,1,4,4
verde,13,aggregate_mean,1,1,1
verde,13,continuous_size,1,1,1
verde,13,d_d_point,1,0,0
verde,13,encoding,3,0,0
verde,13,encoding_field,3,6,18
verde,13,nominal_x,1,3,3
verde,13,nominal_y,1,0,0
verde,13,type_n,2,2,4
verde,13,type_q,1,0,0
verde,13,verde_color_double_enc_scheme,1,0,0
verde,13,verde_ordinal_sort,1,0,0
verde,14,c_d_no_overlap_bar,1,0,0
verde,14,continuous_y,1,0,0
verde,14,encoding,3,0,0
verde,14,encoding_field,3,6,18
verde,14,nominal_color,1,6,6
verde,14,nominal_x,1,3,3
verde,14,stack_normalize,1,1,1
verde,14,type_n,2,2,4
verde,14,type_q,1,0,0
verde,14,verde_ordinal_sort,1,0,0
verde,15,aggregate,1,4,4
verde,15,aggregate_sum,1,2,2
verde,15,continuous_size,1,1,1
verde,15,d_d_point,1,0,0
verde,15,encoding,3,0,0
verde,15,encoding_field,3,6,18
verde,15,nominal_x,1,3,3
verde,15,nominal_y,1,0,0
verde,15,type_n,2,2,4
verde,15,type_q,1,0,0
verde,15,verde_color_double_enc_scheme,1,0,0
verde,15,verde_ordinal_sort,1,0,0
verde,16,aggregate,1,4,4
verde,16,aggregate_sum,1,2,2
verde,16,continuous_size,1,1,1
verde,16,d_d_point,1,0,0
verde,16,encoding,3,0,0
verde,16,encoding_field,3,6,18
verde,16,nominal_x,1,3,3
verde,16,nominal_y,1,0,0
verde,16,type_n,2,2,4
verde,16,type_q,1,0,0
verde,16,verde_color_double_enc_scheme,1,0,0
verde,16,verde_ordinal_sort,1,0,0
verde,17,c_d_no_overlap_bar,1,0,0
verde,17,continuous_y,1,0,0
verde,17,encoding,3,0,0
verde,17,encoding_field,3,6,18
verde,17,nominal_color,1,6,6
verde,17,nominal_x,1,3,3
verde,17,stack_normalize,1,1,1
verde,17,type_n,2,2,4
verde,17,type_q,1,0,0
verde,17,verde_color_enc_scheme,1,0,0
verde,17,verde_ordinal_sort,1,0,0
verde,18,c_d_tick,1,0,0
verde,18,continuous_x,1,0,0
verde,18,encoding,3,0,0
verde,18,encoding_field,3,6,18
verde,18,nominal_row,1,8,8
verde,18,nominal_y,1,0,0
verde,18,type_n,2,2,4
verde,18,type_q,1,0,0
verde,18,verde_color_double_enc_scheme,1,0,0
verde,18,verde_ordinal_sort,1,0,0
verde,18,x_row,1,1,1
verde,18,y_row,1,1,1
verde,19,c_d_tick,1,0,0
verde,19,continuous_x,1,0,0
verde,19,encoding,3,0,0
verde,19,encoding_field,3,6,18
verde,19,nominal_row,1,8,8
verde,19,nominal_y,1,0,0
verde,19,type_n,2,2,4
verde,19,type_q,1,0,0
verde,19,verde_color_double_enc_scheme,1,0,0
verde,19,verde_ordinal_sort,1,0,0
verde,19,x_row,1,1,1
verde,19,y_row,1,1,1
